Item Number,Vendor,Description,Category,Buyer,Planner,Item Type,Serialized (Y/N),Price,Unit of Measure,Manufacturers Part Number (MPN),Vendor,Vendor Part Number,Lead Time (Calendar Days),Handling Time (Logistics LT),Safety Stock,Minimum Order Quantity,Quantity per Carton,Cartons per Pallet,Carton Length,Carton Width,Carton Height,Carton Weight,Carton Dimensional Weight,ECCN,HTS,Costing Method,FA Type,Asset Account,GPU (Y/N),GPU Type,CPU Type,GPU Chip Count,GPU Core Count,RAM (Bytes),Local SSD (Y/N),SSD (Bytes),Local Disk (Y/N),Disk (Bytes),Network Interface Card (NIC) Count,Max Power Consumption (Watts)
String,String,String,List,,,List,List,Currency,List,String,List,String,Number,,Number,Number,,,,,,,,,,List,List,List,Boolean,String,String,Number,Number,Number,Boolean,Number,Boolean,Number,Number,Number
Mandatory,Mandatory,,Mandatory,,,,Mandatory,,Mandatory,Mandatory,,,Mandatory,,,,,,,,,,,,,Mandatory,,Mandatory,,,,,,,,,,,,
781-S23N0Z+P3CMI36,NVIDIA Corporation,"NVIDIA ENT Business Standard Support Services for SN2201
Series - 36.0 Months",Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$288.00,Eaches,781-S23N0Z+P3CMI36,NVIDIA Corporation,781-S23N0Z+P3CMI36,7,,,,,,,,,,,,,,,131000,,,,,,,,,,,,
781-S37N0Z+P2CMI36,NVIDIA Corporation,"NVIDIA ENT Business Standard Support Services for SN3700_CL - 36.0
Months",Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$1,324.00",Eaches,781-S37N0Z+P2CMI36,NVIDIA Corporation,781-S37N0Z+P2CMI36,7,,,,,,,,,,,,,,,131000,,,,,,,,,,,,
781-S47N0Z+P3CMI36,NVIDIA Corporation,"NVIDIA ENT Business Standard Support Services for SN4700
Series - 36.0 Months",Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$2,814.00",Eaches,781-S47N0Z+P3CMI36,NVIDIA Corporation,781-S47N0Z+P3CMI36,7,,,,,,,,,,,,,,,131000,,,,,,,,,,,,
788-PS4OEM+P2CMI00,NVIDIA Corporation,"Consulting and verification services to OEM, Price per 1000 GPUs Base
package [Package O]",Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$101,250.00",Eaches,788-PS4OEM+P2CMI00,NVIDIA Corporation,788-PS4OEM+P2CMI00,7,,,,,,,,,,,,,,,131000,,,,,,,,,,,,
SSDPF2KX076T1OS,Dell Financial Services LLC,"86DM1
7.68TB NVMe Read Intensive 2.5 inch U.2 PCIe 4.0, OPAL 2.0 SED Drive, D7-P5520, Solidigm SSDPF2KX076T1OS",Server Component,Jon Merendino,Swapnil Kale,Inventory,No,"$1,864.98",Eaches,SSDPF2KX076T1OS,Dell Financial Services LLC,SSDPF2KX076T1OS,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
SSDPF2KX076T1OS,Intel,Intel Hard Drive 15.36TB SSD PCIe 4.0 x4 NVMe U.2 15mm OPAL Encrypted - D7-P5520 Series,Server Component,Jon Merendino,Swapnil Kale,Inventory,No,"$2,168.00",Eaches,SSDPF2KX076T1OS,Intel,SSDPF2KX076T1OS,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
CC-HDPP-96-LCSM-CW-WHT,Codecom,"
CC-96F-CW-WHITE 1 x 1U 96F White Panel, 12 x 1.5m Polarity B MPO Cables 8F",Cabling,Jon Merendino,Swapnil Kale,Inventory,No,"$1,942.00",Eaches,CC-HDPP-96-LCSM-CW-WHT,,,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QSFP-DD-400G-FR4,Nokia of America Corporation,Q56DD-400G-FR4 QSFP56-DD 400GBASE-DR4+_4xFR1 W/ SN CONN 3AL82188AA,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,"$1,000.00",Eaches,QSFP-DD-400G-FR4,Nokia,QSFP-DD-400G-FR4,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
APDU10350SW,Myriad,"APDU10350SW NETSHELTER RACK PDU ADVANCED
SWITCHED 17.3KW 3PH 415V 30A
530P6",PDUs,Jon Merendino,Jon Merendino,Inventory,No,"$1,525.00",Eaches,APDU10350SW,Myriad,APDU10350SW,,,,,,,,,,,,,,Average,UPS-PDUs,144502,,,,,,,,,,,,
SFP-BASE-1G-LR,FS,"Transceiver SFP 1000Base BX-U (Tx1490nm/Rx1310nm, SMF, 10km, LC, DOM)",Transceiver,Swapnil Kale,Swapnil Kale,Inventory,No,$44.00,Eaches,SFP-BASE-1G-LR,FS,SFP-BASE-1G-LR,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP-DD-400G-LR4,Proficium,400GBASE-LR4 QSFP-DD SMF 1271-1331nm 10km DDM Transceiver,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$799.00,Eaches,QSFP-DD-400G-LR4,,,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SFP-BASE-10G-LR,FS,"EX-SFP-10GE-LR-LU SFP+ 10GBase-LR 10 Gigabit Ethernet Optics, 1310nm for 10km
transmission on SMF (Juniper/Arista/Mellanox Cumulus Compatible)",Transceiver,Swapnil Kale,Swapnil Kale,Inventory,No,$300.00,Eaches,SFP-BASE-10G-LR,FS,SFP-BASE-10G-LR,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
FTLX1471D3BCV-I3,Intel,Dual Rate 10GBase-LR 1310nm SFP+ Optical Transceiver F/s,Transceiver,Swapnil Kale,Swapnil Kale,Inventory,No,$102.00,Eaches,FTLX1471D3BCV-I3,Intel,FTLX1471D3BCV-I3,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SSDPF2KX076T1N1,Soligm,"7.68TB PCIe 4.0 x4 U.2 2.5"" SFF TLC SSD",Server Component,Jon Merendino,Swapnil Kale,Inventory,No,$994.00,Eaches,SSDPF2KX076T1N1,,,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
KCD6XLUL7T68,Super Micro Computer Inc., Kioxia (KCD6XLUL7T68) 7.68TB NVMe PCIe 4.0 SSD,Server Component,Dan Money,Sekou Sako,Inventory,No,$917.00,Eaches,HDS-TUN0-KCD6XLUL7T68,,,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
MCX623106AC-CDAT,FS,"Mellanox MCX516A-CCAT ConnectX-5 EN Network Interface Card, 100GbE Dual-Port QSFP28, PCIe3.0 x 16",NIC/DPU,Jon Merendino,Swapnil Kale,Inventory,No,$669.00,Eaches,MCX623106AC-CDAT,FS,MCX623106AC-CDAT,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
3HE17769AA ,Nokia of America Corporation,7750 SR-1se 9.6T 36p 400G QSFP-DD CR AC,Transceiver,Swapnil Kale,Swapnil Kale,Inventory,No,,Eaches,3HE17769AA ,,,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
88528,FS,FS OS2 9/125 SINGLEMODE 1.5M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$4.20,Eaches,88528,FS,88528,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40191,FS,FS OS2 9/125 SINGLEMODE 1M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$4.30,Eaches,40191,FS,40191,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
88527,FS,FS OS2 9/125 SINGLEMODE .5M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$4.70,Eaches,88527,FS,88527,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
50147,FS,FS OS2 9/125 SINGLEMODE 2.5M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$4.60,Eaches,50147,FS,50147,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40193,FS,FS OS2 9/125 SINGLEMODE 3M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$4.90,Eaches,40193,FS,40193,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40199,FS,FS OS2 9/125 SINGLEMODE 4M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$5.30,Eaches,40199,FS,40199,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40200,FS,FS OS2 9/125 SINGLEMODE 5M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$5.70,Eaches,40200,FS,40200,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40202,FS,FS OS2 9/125 SINGLEMODE 8M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$6.70,Eaches,40202,FS,40202,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40203,FS,FS OS2 9/125 SINGLEMODE10M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$6.90,Eaches,40203,FS,40203,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40204,FS,FS OS2 9/125 SINGLEMODE15M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$9.50,Eaches,40204,FS,40203,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40205,FS,FS OS2 9/125 SINGLEMODE20M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$11.00,Eaches,40205,FS,40205,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
74192,FS,FS OS2 9/125 SINGLEMODE40M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$13.67,Eaches,74192,FS,74192,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
88527,FS,FS MTP(F)-MTP(M)/OM4/0.5M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$50.00,Eaches,88527,FS,88527,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
68047,FS,FS MTP(F)-MTP(M)/OM4/1M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$43.00,Eaches,68047,FS,68047,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
69022,FS,FS MTP(F)-MTP(M)/OM4/2M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$49.00,Eaches,69022,FS,69022,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
68053,FS,FS MTP(F)-MTP(M)/OM4/3M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$59.00,Eaches,68053,FS,68053,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
74299,FS,FS MTP(F)-MTP(M)/OM4/4M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$66.56,Eaches,74299,FS,74299,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
68059,FS,FS MTP(F)-MTP(M)/OM4/5M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$72.00,Eaches,68059,FS,68059,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
74297,FS,FS MTP(F)-MTP(M)/OM4/6M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$77.60,Eaches,74297,FS,74297,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
74298,FS,FS MTP(F)-MTP(M)/OM4/7M-Type B,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$83.12,Eaches,74298,FS,74298,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40201,FS,FS OS2 9/125 SINGLE MODE 7M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$6.30,Eaches,40201,FS,40201,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40206,FS,FS OS2 9/125 SINGLE MODE 30M,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$14.00,Eaches,40206,FS,40206,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
97850,FS,100GBASE-FR QSFP28 Single 1310nm 2km DOM Duplex LC/UPC SMF Optical Transceiver Module,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$339.00,Eaches,97850,FS,97850,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
178070,FS,100G to SFP28 25G Adapter Converter Module with DDMI for FS Switches,Optic,Jon Merendino,Swapnil Kale,Inventory,No,$28.00,Eaches,178070,FS,178070,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
MPMF12OM3AZ-10,NVIDIA,MMFMPO 10 METERS,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$40.00,Eaches,MPMF12OM3AZ-10,NVIDIA,MPMF12OM3AZ-10,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
P-C19C14-14A-03-BLU,Cableleader,C19<>C20 - BLUE 3 FEET,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$15.44,Eaches,P-C19C14-14A-03-BLU,Cableleader,P-C19C14-14A-03-BLU,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
P005-006-ARD,Cableleader,C13<>C20 - RED 6 FEET,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$17.13,Eaches,P005-006-ARD,Cableleader,P005-006-ARD,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
P018-006-ABL,Cableleader,C13<>C20 - BLUE 6 FEET,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$24.78,Eaches,P018-006-ABL,Cableleader,P018-006-ABL,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
Q.851HG.02,FLEXOPTIX,Q.851HG.02,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$251.00,Eaches,Q.851HG.02,FLEXOPTIX,Q.851HG.02,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QSFP28-IR4-100G,FS,100G CWLR QSFP TRANSCEIVER,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$189.00,Eaches,QSFP28-IR4-100G,FS,QSFP28-IR4-100G,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
F.8540G.02,FLEXOPTIX,"100 m, 4x 850 nm, MTP/MPO-8/12, Multimode",Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$111.99,Eaches,F.8540G.02,FLEXOPTIX,F.8540G.02,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
Arista DCS-7060CX2-32S,Arista,"Arista 7060X2, 32x100GbE QSFP & 2xSFP+ switch, configurable fans and psu, 2 x C13-C14 cords",Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$6,653.86",Eaches,Arista DCS-7060CX2-32S,Arista,Arista DCS-7060CX2-32S,,,,,,,,,,,,EAR99,8544.42.2000,Specific,Switches,144502,,,,,,,,,,,,
75794,FS,SFP 1310nm 2km DOM Duplex LC/UPC SMF/MMF Optical Transceiver Module,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$13.00,Eaches,75794,FS,75794,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
GLC-TE-I,CIsco,Cisco GLC-TE Compatible 1000Base-T SFP 100m RJ45 CATx EXT TAA Transceiver Module,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$16.90,Eaches,GLC-TE-I,CIsco,GLC-TE-I,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SFP-10G-T-100,FS,RJ45 Copper Cables,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$139.00,Eaches,SFP-10G-T-100,FS,SFP-10G-T-100,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
MTP-4LC-S3M,Juniper,3M MPO/4XLC DUPLX FANOUT SMF,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$529.00,Eaches,MTP-4LC-S3M,Juniper,MTP-4LC-S3M,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
16001-BLK-7,Cable Matters,7' Cat6 UTP Ethernet Patch Cables RJ45,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$24.49,Eaches,16001-BLK-7,Cable Matters,16001-BLK-7,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
PWR-C49-300AC,Cisco,Cisco PWR-C49-300AC Catalyst 4900 Series 300W AC Switch Power Supply,Consumables and Misc.,Jon Merendino,Swapnil Kale,Inventory,No,$44.99,Eaches,PWR-C49-300AC,Cisco,PWR-C49-300AC,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
MCP-290-00186-0N,Super Micro Computer Inc.,Supermicro 1U Rail Kit,Server Component,Dan Money,Sekou Sako,Inventory,No,$93.15,Eaches,MCP-290-00186-0N,Super Micro Computer Inc.,MCP-290-00186-0N,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
NXA-PAC-500W-PE,Cisco,Cisco NXA-PAC-500W-PE 500W AC Back-to-Front Air (Port Side Exhaust) Power Supply,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Inventory,No,$275.00,Eaches,NXA-PAC-500W-PE,Cisco,NXA-PAC-500W-PE,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
NXA-PAC-650W-PE,Cisco,Cisco NXA-PAC-650W-PE 650W AC Back-to-Front Airflow (Port Side Exhaust) PSU,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Inventory,No,$429.00,Eaches,NXA-PAC-650W-PE,Cisco,NXA-PAC-650W-PE,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
PS-2501,Renesas Electronics,DC Input Transistor Output Optocoupler PS2501-1-A,Machinery and Equipment,Jon Merendino,Brittany Ola'Dehinbo,Inventory,No,$25.00,Eaches,PS-2501,Renesas Electronics,PS-2501,,,,,,,,,,,,EAR99,8544.42.2000,Average,Machinery and Equipment,144502,,,,,,,,,,,,
PWR-00159-04-B0,Arista,DPS-495CB-A For Desktop Power Supply ,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Inventory,No,$269.00,Eaches,PWR-00159-04-B0,Arista,PWR-00159-04-B0,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
PWS-1K02A-1R,Super Micro Computer Inc.,1U 1000W Redundant Power Supply,Server Component,Dan Money,Sekou Sako,Inventory,No,$97.00,Eaches,PWS-1K02A-1R,Super Micro Computer Inc.,PWS-1K02A-1R,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
PWS-1K41F-1R,Super Micro Computer Inc.,1400W 1U Redundant AC-DC Power Supply,Server Component,Dan Money,Sekou Sako,Inventory,No,$313.64,Eaches,PWS-1K41F-1R,Super Micro Computer Inc.,PWS-1K41F-1R,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
PWS-2K08A-1R,Super Micro Computer Inc.,2000W 1U Redundant Power Supply,Server Component,Dan Money,Sekou Sako,Inventory,No,$512.28,Eaches,PWS-2K08A-1R,Super Micro Computer Inc.,PWS-2K08A-1R,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
HCM-SSFD1U,Proficium,1U Single Sided Finger Duct 3.43″D With Hinged Front Cover Cable Pass Through Holes in Back,Consumables and Misc.,Jon Merendino,Swapnil Kale,Non-Inventory Item,No,$16.00,Eaches,HCM-SSFD1U,Proficium,HCM-SSFD1U,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144500,,,,,,,,,,,,
DVT88,Dell,Dell XE9680 2U Rack Rail Kit,Server Component,Dan Money,Sekou Sako,Inventory,No,$79.99,Eaches,DVT88,Dell,DVT88,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
03WF88,Dell,Dell 2U Rack Rail Kit V2,Server Component,Dan Money,Sekou Sako,Inventory,No,$79.99,Eaches,03WF88,Dell,03WF88,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
CBL-0223L,Super Micro Computer Inc.,SATA Flat Straight-Right Angle 40cm Cable ,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$7.69,Eaches,CBL-0223L,Super Micro Computer Inc.,CBL-0223L,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
CBL-PWEX-1042,Super Micro Computer Inc.,Supermicro 8-Pin CPU to 8-Pin CPU 50cm Power GPU Cable,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$18.44,Eaches,CBL-PWEX-1042,Super Micro Computer Inc.,CBL-PWEX-1042,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
PWS-3K06G-2R,Super Micro Computer Inc.,Supermicro 3000W 2U 54V/12V Redundant Power Supply,Server Component,Sekou Sako,Sekou Sako,Inventory,No,$982.14,Eaches,PWS-3K06G-2R,Super Micro Computer Inc.,PWS-3K06G-2R,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
PWS-1K41P-1R,Super Micro Computer Inc.,Supermicro 1400W 1U Redundant Power Supply,Server Component,Dan Money,Sekou Sako,Inventory,No,$85.00,Eaches,PWS-1K41P-1R,Super Micro Computer Inc.,PWS-1K41P-1R,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
PWS-2K70A-1R,Super Micro Computer Inc.,Supermicro 1U 2700W Redundant Power Supply,Server Component,Dan Money,Sekou Sako,Inventory,No,$555.23,Eaches,PWS-2K70A-1R,Super Micro Computer Inc.,PWS-2K70A-1R,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
N2200 PAC-400W,Cisco,Cisco N2200-PAC-400W 400W AC N2K N3K Back-to-Front Airflow Switch Power Supply,Consumables and Misc.,Dan Money,Sekou Sako,Inventory,No,$27.99,Eaches,N2200 PAC-400W,Cisco,N2200 PAC-400W,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
MCA7J60-N005,Nvidia Corporation,800Gb/s Twin-port OSFP to 2x400Gb/s OSFP ACC Splitter,Consumables and Misc.,Jon Merendino,Swapnil Kale,Inventory,No,"$1,463.00",Eaches,MCA7J60-N005,NVIDIA,MCA7J60-N005,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
MMA4Z00-NS-FLT,Nvidia Corporation,OSFP 2x400G SR8 Flat Top Module,Transceiver,Darryl Pearson,Darryl Pearson,Inventory,No,"$1,399.00",Eaches,MMA4Z00-NS-FLT,Nvidia Corporation,MMA4Z00-NS-FLT,,,,,,,,,,,,EAR99,8544.42.2000,Average,Transceivers and Optics,144502,,,,,,,,,,,,
980-9I57Y-000015,Nvidia Corporation,NVIDIA 980-9I57Y-000015 Passive Optical Cables,Cabling,Jon Merendino,Swapnil Kale,Inventory,No,$88.00,Eaches,980-9I57Y-000015,Nvidia Corporation,980-9I57Y-000015,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
865412-102,HPE,HPE 865412-102 800W Flex Slot Platinum Hot Plug Power Supply Kit,Consumables and Misc.,Jon Merendino,Sekou Sako,Inventory,No,$140.00,Eaches,865412-102,HPE,865412-102,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
900-9D208-0086-ST3,Nvidia Corporation,BlueField-2 E-Series DPU ,NIC/DPU,Darryl Pearson,Darryl Pearson,Inventory,No,"$2,204.00",Eaches,900-9D208-0086-ST3 ,Nvidia Corporation,900-9D208-0086-ST3 ,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
P23665-H21,HPE,HPE InfiniBand HDR100/Ethernet 100Gb 1‑port QSFP56 PCIe4 x16 MCX653105A‑ECAT Adapter,Server Component,Jon Merendino,Sekou Sako,Inventory,No,$470.00,Eaches,P23665-H21,HPE,P23665-H21,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
P26469-B21,HPE,HPE ProLiant DL36X Gen10 Plus CPU1 GPU Cable Kit,Cabling,Jon Merendino,Sekou Sako,Inventory,No,$54.00,Eaches,P26469-B21,HPE,P26469-B21,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
P26485-B21,HPE,HPE P26485-B21 DL300 Gen10 Plus 1U SFF Easy Install Rail Kit,Server Component,Jon Merendino,Sekou Sako,Inventory,No,$210.00,Eaches,P26485-B21,HPE,P26485-B21,,,,,,,,,,,,EAR99,8544.42.2000,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
P40572-B21,HPE,HPE 6.4TB NVMe Gen4 High Performance Mixed Use SFF BC U.3 PM1735 SSD,Server Component,Jon Merendino,Sekou Sako,Inventory,No,,Eaches,P40572-B21,HPE,P40572-B21,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
P13657-002 ,HPE,"HPE MK000960GWXFH 960GB, Internal, 2.5 inch Solid State Drive - Gray",Server Component,Jon Merendino,Sekou Sako,Inventory,No,$354.00,Eaches,MK000960GWXFH ,HPE,MK000960GWXFH ,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
P11338-B21,HPE,HPE 548SFP+ PCIe 3.0 x8 10 Gigabit SFP+ x 2 Network Adapter,Server Component,Jon Merendino,Sekou Sako,Inventory,No,$125.00,Eaches,P11338-B21,HPE,P11338-B21,,,,,,,,,,,,EAR99,8544.42.2000,Average,Server Components,144502,,,,,,,,,,,,
DYN2016-FD1,Dynacom,1U SIngle Sided Finger Duct Wiring Manager,Consumables and Misc.,Jon Merendino,Sekou Sako,Inventory,No,$24.29,Eaches,DYN2016-FD1,Dynacom,DYN2016-FD1,,,,,,,,,,,,EAR99,8544.42.2000,Average,Network Communication,144502,,,,,,,,,,,,
